ID,Name,Platform,Year_of_Release,Genre,Publisher
5150,Mini-Yonku GB: Let's & Go!!,GB,1997,Strategy,ASCII Entertainment
5151,Scribblenauts: Unlimited,WiiU,2012,Action,Warner Bros. Interactive Entertainment
5152,The House of the Dead: Overkill - Extended Cut,PS3,2011,Shooter,Sega
5153,Marvel: Ultimate Alliance,PSP,2006,Role-Playing,Activision
5154,The Sims 2: Castaway,PS2,2007,Simulation,Electronic Arts
5155,NCAA Football 07,PSP,2006,Sports,Electronic Arts
5156,Batman: Arkham City,WiiU,2012,Action,Warner Bros. Interactive Entertainment
5157,NBA Live 2003,XB,N/A,Sports,Electronic Arts
5158,Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,Rising Star Games
5159,GoldenEye: Rogue Agent,GC,2004,Shooter,Electronic Arts
5160,Need for Speed: The Run,PC,2011,Action,Electronic Arts
5161,Zero4 Champ RR,SNES,1994,Sports,Media Rings
5162,Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games
5163,Elite Beat Agents,DS,2006,Misc,Nintendo
5164,Nonomura Byoin no Hitobito,SAT,1996,Adventure,Elf
5165,ESPN X Games Skateboarding,PS2,2001,Sports,Konami Digital Entertainment
5166,Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive
5167,NHL 15,PS3,2014,Sports,Electronic Arts
5168,Castlevania: Order of Ecclesia,DS,2008,Platform,Konami Digital Entertainment
5169,Build-A-Bear Workshop: A Friend Fur All Seasons,Wii,2008,Simulation,Game Factory
5170,Dreamworks Madagascar Kartz,DS,2009,Racing,Activision
5171,Left 4 Dead 2,PC,2009,Shooter,Valve Software
5172,Green Day: Rock Band,Wii,2010,Misc,MTV Games
5173,"999: Nine Hours, Nine Persons, Nine Doors",DS,2009,Adventure,ChunSoft
5174,Super Fire ProWrestling Special,SNES,1994,Fighting,Human Entertainment
5175,Star Fox: Zero,WiiU,2016,Shooter,Nintendo
5176,SAW,PS3,2009,Action,Konami Digital Entertainment
5177,Yuu Yuu Hakusho,SNES,1993,Fighting,Namco Bandai Games
5178,Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft
5179,Kamaitachi no Yoru 2,PS2,2002,Adventure,ChunSoft
5180,High Heat Major League Baseball 2004,PS2,2003,Sports,3DO
5181,Robots,PS2,2005,Action,Vivendi Games
5182,NARC,PS2,2005,Shooter,Midway Games
5183,One Piece: Gigant Battle!,DS,2010,Fighting,Namco Bandai Games
5184,Dragon Ball Z: Attack of the Saiyans,DS,2009,Role-Playing,Namco Bandai Games
5185,My Horse & Me,DS,2007,Sports,Atari
5186,Bionic Commando,PS3,2009,Platform,Capcom
5187,Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei
5188,The Incredibles: Rise of the Underminer,PS2,2005,Action,THQ
5189,Sword Art Online: Lost Song,PSV,2015,Role-Playing,Namco Bandai Games
5190,MechWarrior 2: 31st Century Combat,PS,1997,Simulation,Activision
5191,Zoo Tycoon (2013),XOne,2013,Simulation,Microsoft Game Studios
5192,Hamtaro: Ham-Ham Heartbreak,GBA,2002,Action,Nintendo
5193,Okage: Shadow King,PS2,2001,Role-Playing,Sony Computer Entertainment
5194,Mobile Suit Z-Gundam,PS,1997,Action,Namco Bandai Games
5195,Cubix Robots for Everyone: Clash 'n' Bash,GBA,N/A,Action,Unknown
5196,BlazBlue: Calamity Trigger,X360,2009,Fighting,PQube
5197,Kirby's Dream Land 3,SNES,1997,Platform,Nintendo
5198,Big Bass World Championship,PS,1997,Sports,Starfish
5199,NFL GameDay 2001,PS2,2000,Sports,Sony Computer Entertainment
5200,NBA 2K6,XB,2005,Action,Take-Two Interactive
5201,Saban's Power Rangers: Lightspeed Rescue,N64,2000,Action,THQ
5202,Tetrisphere,N64,1997,Puzzle,Nintendo
5203,Jurassic Park,NES,1993,Action,Ocean
5204,Mystical Ninja starring Goemon,N64,1997,Action,Konami Digital Entertainment
5205,Marvel Super Hero Squad,Wii,2009,Fighting,THQ
5206,The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios
5207,World's Scariest Police Chases,PS,2001,Racing,Activision
5208,Shaun Palmer's Pro Snowboarder,GBA,2001,Sports,Activision
5209,North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games
5210,ZhuZhu Pets: Featuring The Wild Bunch,Wii,2010,Simulation,Activision
5211,MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios
5212,Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,Square Enix
5213,Hamster Club 3,GBA,2002,Simulation,Jorudan
5214,Breath of Fire II,SNES,1994,Role-Playing,Laguna
5215,LEGO Racers,PS,1999,Racing,LEGO Media
5216,Just Dance 2016,PS4,2015,Misc,Ubisoft
5217,ESPN NFL Football,XB,2003,Sports,Sega
5218,Naruto: Ultimate Ninja 3 (JP sales),PS2,2005,Fighting,Atari
5219,Rapala Pro Fishing,PS2,2004,Sports,Zoo Digital Publishing
5220,ATV/Monster Truck Mayhem,DS,2007,Racing,"Destination Software, Inc"
5221,J-League Pro Soccer Club o Tsukurou '04,PS2,2004,Sports,Sega
5222,Spider-Man: Shattered Dimensions,X360,2010,Action,Activision
5223,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012,Strategy,Namco Bandai Games
5224,TMNT,Wii,2007,Action,Ubisoft
5225,Fossil Fighters: Frontier,3DS,2014,Role-Playing,Nintendo
5226,Disney's The Haunted Mansion,PS2,2003,Platform,Take-Two Interactive
5227,Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,Sony Computer Entertainment
5228,Dance Dance Revolution 3rdMix,PS,2000,Simulation,Konami Digital Entertainment
5229,Ryu Ga Gotoku Kenzan!,PS3,2008,Adventure,Sega
5230,Super Robot Taisen A,GBA,2001,Strategy,Banpresto
5231,Watch Dogs 2,XOne,2016,Action,Ubisoft
5232,Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts
5233,Boxer's Road,PS,1995,Fighting,New
5234,Frogs And Flies,2600,1981,Action,Mattel Interactive
5235,Harry Potter and the Chamber of Secrets,XB,2002,Action,Electronic Arts
5236,Toriko: Gourmet Survival!,PSP,2011,Role-Playing,Namco Bandai Games
5237,South Park Rally,PS,1998,Racing,Acclaim Entertainment
5238,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment
5239,Arctic Thunder,PS2,2001,Racing,Midway Games
5240,NHL 2K10,PS2,2009,Sports,Take-Two Interactive
5241,J-League Pro Soccer Club o Tsukurou!,DC,1999,Sports,Sega
5242,ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft
5243,Digging for Dinosaurs,DS,2010,Action,Scholastic Inc.
5244,Formula 1 Championship Edition,PS,1997,Racing,Psygnosis
5245,Shrek,XB,2001,Platform,TDK Mediactive
5246,Dragon's Crown,PSV,2013,Role-Playing,Nippon Ichi Software
5247,Thief (2014),PS3,2014,Action,Square Enix
5248,Blasto,PS,1998,Action,Sony Computer Entertainment
5249,Wipeout 2048,PSV,2012,Racing,Sony Computer Entertainment
5250,Wonder Pets! Save the Animals!,DS,2008,Adventure,Take-Two Interactive
5251,Backyard Baseball 2006,GBA,2005,Sports,Atari
5252,Cabela's Outdoor Adventures (2006),PS2,2005,Sports,Zoo Digital Publishing
5253,Trauma Center: Under the Knife,DS,2005,Simulation,Nintendo
5254,Press Your Luck 2010 Edition,Wii,2009,Misc,Ubisoft
5255,Nicktoons: Unite!,GC,2005,Adventure,THQ
5256,Farming Simulator 2015,PS4,2015,Simulation,Koch Media
5257,Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher
5258,Middle-Earth: Shadow of Mordor,PC,2014,Action,Warner Bros. Interactive Entertainment
5259,Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment
5260,Picross 2,GB,1996,Puzzle,Nintendo
5261,SOCOM: Tactical Strike,PSP,2007,Shooter,Sony Computer Entertainment
5262,Farming Simulator 2015,X360,2015,Simulation,Koch Media
5263,Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts
5264,Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,Namco Bandai Games
5265,U-Sing,Wii,2009,Misc,Mindscape
5266,Outlaw Golf 2,PS2,2004,Sports,Global Star
5267,Momotarou Dentetsu 12,PS2,2003,Misc,Hudson Soft
5268,LocoRoco 2,PSP,2008,Platform,Sony Computer Entertainment
5269,Football Manager Handheld 2010,PSP,2009,Sports,Sega
5270,Disney's Tarzan: Return to the Jungle,GBA,2002,Action,Activision
5271,Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft
5272,Cabela's Dangerous Hunts,XB,2003,Sports,Zoo Digital Publishing
5273,AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks
5274,Kinectimals: Now with Bears!,X360,2011,Misc,Microsoft Game Studios
5275,G-Force,PSP,2009,Action,Electronic Arts
5276,Worms: Open Warfare 2,DS,2007,Strategy,THQ
5277,Jikkyou Powerful Pro Yakyuu 13,PS2,2006,Sports,Konami Digital Entertainment
5278,Dark Void,PS3,2010,Action,Capcom
5279,Guitar Hero: Smash Hits,PS3,2009,Misc,Activision
5280,Mega Man X3,SNES,1995,Action,Laguna
5281,Stunt Race FX,SNES,1993,Racing,Nintendo
5282,NHL 2K10,Wii,2009,Sports,Take-Two Interactive
5283,Bloody Roar 3,PS2,2001,Fighting,Virgin Interactive
5284,WWE Crush Hour,PS2,2003,Racing,THQ
5285,Persona 2: Eternal Punishment,PS,2000,Role-Playing,Atlus
5286,Homefront: The Revolution,PS4,2016,Shooter,Deep Silver
5287,Assassin's Creed III,WiiU,2012,Action,Ubisoft
5288,One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games
5289,Star Wars: Flight of the Falcon,GBA,2003,Action,THQ
5290,One Piece: Gigant Battle 2 Shin Sekai,DS,2011,Fighting,Namco Bandai Games
5291,Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009,Fighting,Ubisoft
5292,Toukiden: The Age of Demons,PSV,2013,Action,Tecmo Koei
5293,Metro: Last Light,X360,2013,Action,Deep Silver
5294,Jikkyou Powerful Pro Yakyuu 2000,N64,2000,Sports,Konami Digital Entertainment
5295,Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,N/A,Action,N/A
5296,Football Manager 2016,PC,2015,Simulation,Sega
5297,Resident Evil: Dead Aim,PS2,2003,Action,Capcom
5298,Command & Conquer: Red Alert 3 Ultimate Edition,PS3,2009,Strategy,Electronic Arts
5299,Need for Speed Carbon,GC,2006,Racing,Electronic Arts
5300,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003,Action,THQ
5301,FIFA Soccer 13,PSP,2012,Action,Electronic Arts
5302,The Fairly Odd Parents: Shadow Showdown,PS2,2004,Platform,THQ
5303,EA Sports MMA,X360,2010,Fighting,Electronic Arts
5304,Saban's Power Rangers: Lightspeed Rescue,PS,2000,Action,THQ
5305,Xbox Music Mixer,XB,2003,Misc,Microsoft Game Studios
5306,Defiance,PS3,2013,Shooter,Trion Worlds
5307,Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment
5308,CSI: Deadly Intent - The Hidden Cases,DS,2009,Adventure,Ubisoft
5309,College Hoops 2K8,PS2,2007,Sports,Take-Two Interactive
5310,Destiny: The Taken King,X360,2015,Shooter,Activision
5311,Pac-Man All-Stars,PS3,2011,Fighting,Namco Bandai Games
5312,Guitar Hero: Metallica,PS2,2009,Misc,Activision
5313,Guilty Gear X2,PS2,2002,Fighting,Sammy Corporation
5314,Chicken Shoot,Wii,2007,Action,Zoo Digital Publishing
5315,Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft
5316,From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001,Role-Playing,Namco Bandai Games
5317,MotoGP 08,X360,2008,Racing,Capcom
5318,LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment
5319,The Tale of Despereaux,PS2,2008,Platform,Brash Entertainment
5320,Aggressive Inline,PS2,2002,Sports,Acclaim Entertainment
5321,Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts
5322,Sniper Elite 3,XOne,2014,Shooter,505 Games
5323,Hello Kitty Daily,DS,2008,Misc,Nobilis
5324,NFL Street,GC,2004,Sports,Electronic Arts
5325,Karaoke Revolution,PS2,2003,Misc,Konami Digital Entertainment
5326,Metal Arms: Glitch in the System,PS2,2003,Shooter,Vivendi Games
5327,Tropico 4,X360,N/A,Strategy,Kalypso Media
5328,Jikkyou Powerful Pro Yakyuu 7,PS2,2000,Sports,Konami Digital Entertainment
5329,Rally Cross 2,PS,1998,Racing,989 Studios
5330,EverGrace,PS2,2000,Role-Playing,Ubisoft
5331,Enemy Territory: Quake Wars,PS3,2008,Shooter,Activision
5332,Lunar 2: Eternal Blue Complete,PS,1999,Role-Playing,Kadokawa Shoten
5333,Street Fighter Alpha: Warriors' Dreams,SAT,1996,Fighting,Capcom
5334,Rugrats: Royal Ransom,PS2,2002,Platform,THQ
5335,MLB 06: The Show,PSP,2006,Sports,Sony Computer Entertainment
5336,Over the Hedge,GC,2006,Platform,Activision
5337,Tomb Raider (2013),PC,N/A,Action,Square Enix
5338,Charlie and the Chocolate Factory,PS2,2005,Adventure,Global Star
5339,TrackMania Turbo,PS4,2016,Action,Ubisoft
5340,Kurushi Final: Mental Blocks,PS,1998,Puzzle,Sony Computer Entertainment
5341,Risk / Battleship / Clue,GBA,2005,Misc,Zoo Digital Publishing
5342,Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,Electronic Arts
5343,Def Jam Icon,X360,2007,Action,Electronic Arts
5344,SD Gundam G Generation World,PSP,2011,Strategy,Namco Bandai Games
5345,The Wild Thornberrys Movie,GBA,2002,Platform,THQ
5346,High School Musical 3: Senior Year DANCE!,PS2,2008,Misc,Disney Interactive Studios
5347,Hannah Montana: The Movie,Wii,2009,Adventure,Disney Interactive Studios
5348,Dynasty Warriors 5 Empires,PS2,2006,Action,Tecmo Koei
5349,Call of Duty: Ghosts,WiiU,2013,Shooter,Activision
5350,Transformers: Dark of the Moon,PS3,2011,Action,Activision
5351,SoulCalibur,DC,1999,Fighting,Namco Bandai Games
5352,WipEout 3,PS,1999,Racing,Psygnosis
5353,UEFA Euro 2008 Austria-Switzerland,X360,2008,Sports,Electronic Arts
5354,SpongeBob's Boating Bash,Wii,2010,Misc,THQ
5355,Classic NES Series: Ice Climber,GBA,2004,Platform,Nintendo
5356,Pirates of the Caribbean: At World's End,DS,2007,Action,Disney Interactive Studios
5357,WWE '12,Wii,2011,Fighting,THQ
5358,WWE All Stars,X360,2011,Fighting,THQ
5359,Mini Ninjas,PS3,2009,Action,Eidos Interactive
5360,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games
5361,Freeway,2600,1980,Action,Activision
5362,Driver 2 Advance,GBA,2002,Action,Atari
5363,Monster Rancher 4,PS2,2003,Simulation,Tecmo Koei
5364,Mini Ninjas,DS,2009,Action,Eidos Interactive
5365,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Adventure,Disney Interactive Studios
5366,Iron Storm,SAT,1995,Shooter,Sega
5367,Battalion Wars 2,Wii,2007,Strategy,Nintendo
5368,MotorStorm: Arctic Edge,PS2,2009,Racing,Sony Computer Entertainment
5369,The Fairly Odd Parents: Shadow Showdown,GBA,2004,Platform,THQ
5370,Marvel Super Heroes,PS,1997,Fighting,Virgin Interactive
5371,Super Bust-A-Move,PS2,2000,Puzzle,Acclaim Entertainment
5372,Hitman: Contracts,XB,2004,Shooter,Eidos Interactive
5373,Supreme Commander 2,X360,2010,Strategy,Square Enix
5374,Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive
5375,Frostbite,2600,1983,Action,Activision
5376,Alien's Return,2600,1982,Action,ITT Family Games
5377,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016,Action,Nintendo
5378,Avatar: The Last Airbender - The Burning Earth,DS,2007,Action,THQ
5379,Racquet Sports,PS3,2010,Sports,Ubisoft
5380,Company of Heroes 2,PC,2013,Strategy,THQ
5381,Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo
5382,DanceDanceRevolution,Wii,2010,Simulation,Konami Digital Entertainment
5383,WWE Day of Reckoning 2,GC,2005,Fighting,THQ
5384,NBA 2K12,Wii,2011,Sports,Take-Two Interactive
5385,The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts
5386,Fantastic Voyage,2600,1981,Action,20th Century Fox Video Games
5387,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010,Sports,Sega
5388,Night Warriors: Darkstalkers' Revenge,SAT,1995,Fighting,Virgin Interactive
5389,Rayman Legends,XOne,2014,Platform,Ubisoft
5390,SpongeBob SquarePants: The Yellow Avenger,DS,2005,Action,THQ
5391,Monopoly,PS3,2008,Misc,Electronic Arts
5392,SimCity Creator,DS,2008,Simulation,Electronic Arts
5393,Off Road Challenge,N64,1998,Racing,GT Interactive
5394,Tenchu Z,X360,2006,Action,Microsoft Game Studios
5395,Bank Heist,2600,1982,Action,20th Century Fox Video Games
5396,Conan,PS3,2007,Action,THQ
5397,Backstreet Billiards,PS,1998,Misc,ASCII Entertainment
5398,Carnival,2600,1981,Shooter,Coleco
5399,Leisure Suit Larry: Magna Cum Laude,PS2,2004,Adventure,Vivendi Games
5400,MVP 06 NCAA Baseball,XB,2006,Sports,Electronic Arts
5401,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai Games
5402,Momotarou Dentetsu DS: Tokyo & Japan,DS,2007,Misc,Hudson Soft
5403,Point Blank,PS,1997,Shooter,Sony Computer Entertainment
5404,Disney Infinity 3.0,XOne,2015,Action,Disney Interactive Studios
5405,Speed Racer: The Videogame,DS,2008,Racing,Warner Bros. Interactive Entertainment
5406,F.E.A.R.,X360,2006,Shooter,Vivendi Games
5407,Tiny Tank,PS,1998,Action,Sony Computer Entertainment
5408,Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010,Strategy,Konami Digital Entertainment
5409,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft
5410,Smart Girl's Party Game,DS,2008,Misc,505 Games
5411,Spy Hunter,XB,2002,Racing,Midway Games
5412,James Bond 007: Legends,PS3,2012,Shooter,Activision
5413,The Sims 3: Town Life Stuff,PC,2011,Simulation,Electronic Arts
5414,Herbie: Fully Loaded,GBA,2005,Racing,Disney Interactive Studios
5415,Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment
5416,Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios
5417,Football Manager Handheld 2008,PSP,2007,Sports,Sega
5418,Dynasty Warriors 6 Empires,PS3,2009,Action,Tecmo Koei
5419,The Shoot,PS3,2010,Shooter,Sony Computer Entertainment
5420,Disney Sing It: Pop Hits,PS2,2009,Misc,Disney Interactive Studios
5421,Dead or Alive 5,PS4,2015,Fighting,Tecmo Koei
5422,My Baby Boy,DS,2008,Simulation,Nobilis
5423,Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,D3Publisher
5424,Dynasty Warriors: Gundam 2,PS2,2008,Action,Namco Bandai Games
5425,Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix
5426,Imagine: Movie Star,DS,2008,Simulation,Ubisoft
5427,Fade to Black,PS,1996,Action,Electronic Arts
5428,MXRider,PS2,2001,Racing,Atari
5429,Disney Magic World 2,3DS,2015,Action,Nintendo
5430,Delta Force: Black Hawk Down,XB,2005,Shooter,NovaLogic
5431,Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios
5432,Angry Birds Star Wars,3DS,2013,Strategy,Activision
5433,World Championship Poker 2: Featuring Howard Lederer,PS2,2005,Misc,Oxygen Interactive
5434,The Eye of Judgment,PS3,2007,Misc,Sony Computer Entertainment
5435,Sengoku Musou 3 Z,PS3,2011,Action,Ackkstudios
5436,Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,Ubisoft
5437,Iron Man 2,DS,2010,Action,Sega
5438,Tokyo Highway Battle,PS,1996,Racing,Jaleco
5439,NHL 09,PS3,2008,Sports,Electronic Arts
5440,World of Final Fantasy,PS4,2016,Role-Playing,Square Enix
5441,Beyond Good & Evil,PS2,2003,Adventure,Ubisoft
5442,Banjo-Kazooie: Grunty's Revenge,GBA,2003,Platform,THQ
5443,Bomberman World,PS,1998,Puzzle,Sony Computer Entertainment
5444,Bejeweled 3,DS,N/A,Puzzle,Unknown
5445,NHL 17,PS4,2016,Sports,Electronic Arts
5446,Mega Man ZX Advent,DS,2007,Platform,Capcom
5447,Transformers: Revenge of the Fallen (DS Versions),DS,2009,Action,Activision
5448,NCAA Basketball 10,PS3,2009,Sports,Electronic Arts
5449,Star Ocean 5: Integrity and Faithlessness,PS4,2016,Role-Playing,Square Enix
5450,Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment
5451,Deathtrap Dungeon,PS,1998,Action,Eidos Interactive
5452,Tales of the World: Radiant Mythology 2,PSP,2009,Role-Playing,Namco Bandai Games
5453,Night at the Museum: Battle of the Smithsonian,DS,2009,Action,Majesco Entertainment
5454,Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts
5455,Avatar: The Last Airbender,DS,2006,Adventure,THQ
5456,Ape Escape Academy,PSP,2004,Misc,Sony Computer Entertainment
5457,WWE Wrestlemania XIX,GC,2003,Fighting,THQ
5458,The Sims 2,GC,2005,Simulation,Electronic Arts
5459,Hulk,XB,2003,Action,Universal Interactive
5460,Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft
5461,Klonoa 2: Lunatea's Veil,PS2,2001,Platform,Sony Computer Entertainment
5462,Deus Ex: Invisible War,XB,2003,Shooter,Eidos Interactive
5463,Disney's Treasure Planet,PS2,2002,Action,Sony Computer Entertainment
5464,NASCAR Thunder 2002,XB,2001,Racing,Electronic Arts
5465,The King of Fighters XIII,X360,2011,Fighting,Rising Star Games
5466,BeatMania Append GottaMix,PS,1999,Simulation,Konami Digital Entertainment
5467,Tak 2: The Staff of Dreams,GC,2004,Platform,THQ
5468,Fracture,X360,2008,Shooter,LucasArts
5469,Ninja Blade,X360,2009,Action,Microsoft Game Studios
5470,Bookworm,DS,2009,Puzzle,PopCap Games
5471,LEGO Batman 2: DC Super Heroes,PSV,2012,Action,Warner Bros. Interactive Entertainment
5472,Bee Movie Game,Wii,2007,Action,Activision
5473,Kelly Slater's Pro Surfer,PS2,2002,Sports,Activision
5474,Sniper: Ghost Warrior 2,PS3,2013,Shooter,City Interactive
5475,Shrek SuperSlam,GBA,2005,Action,Activision
5476,Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment
5477,World Stadium 3,PS,1999,Sports,Namco Bandai Games
5478,LEGO Pirates of the Caribbean: The Video Game,PSP,2011,Action,Disney Interactive Studios
5479,Extra Bases,GB,1990,Sports,Namco Bandai Games
5480,Super Power League 2,SNES,1994,Sports,Hudson Soft
