ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5324,0.27,0.07,0,0.01,0.35
5325,0.17,0.13,0,0.04,0.35
5326,0.17,0.13,0,0.04,0.35
5327,0.2,0.12,0,0.03,0.35
5328,0,0,0.35,0,0.35
5329,0.19,0.13,0,0.02,0.35
5330,0.1,0.08,0.15,0.03,0.35
5331,0.23,0.07,0,0.04,0.35
5332,0.19,0.13,0,0.02,0.35
5333,0,0,0.35,0,0.35
5334,0.17,0.13,0,0.04,0.35
5335,0.32,0,0,0.03,0.35
5336,0.27,0.07,0,0.01,0.35
5337,0.06,0.25,0,0.04,0.35
5338,0.17,0.13,0,0.04,0.35
5339,0.03,0.26,0,0.05,0.35
5340,0,0,0.32,0.02,0.34
5341,0.25,0.09,0,0.01,0.34
5342,0.2,0.11,0,0.03,0.34
5343,0.3,0.01,0,0.03,0.34
5344,0,0,0.34,0,0.34
5345,0.25,0.09,0,0.01,0.34
5346,0.17,0.13,0,0.04,0.34
5347,0.13,0.18,0,0.04,0.34
5348,0.11,0.09,0.12,0.03,0.34
5349,0.22,0.09,0.01,0.03,0.34
5350,0.11,0.18,0,0.06,0.34
5351,0,0,0.34,0,0.34
5352,0.19,0.13,0,0.02,0.34
5353,0.08,0.23,0,0.03,0.34
5354,0.24,0.07,0,0.03,0.34
5355,0.1,0.04,0.2,0.01,0.34
5356,0.3,0.01,0.01,0.03,0.34
5357,0.23,0.08,0,0.03,0.34
5358,0.18,0.14,0,0.03,0.34
5359,0.14,0.15,0,0.06,0.34
5360,0.19,0.11,0.01,0.03,0.34
5361,0.32,0.02,0,0,0.34
5362,0.25,0.09,0,0.01,0.34
5363,0.08,0.06,0.19,0.02,0.34
5364,0.16,0.15,0,0.04,0.34
5365,0.17,0.13,0,0.04,0.34
5366,0,0,0.34,0,0.34
5367,0.22,0.02,0.08,0.02,0.34
5368,0.07,0.03,0,0.25,0.34
5369,0.25,0.09,0,0.01,0.34
5370,0.19,0.13,0,0.02,0.34
5371,0.17,0.13,0,0.04,0.34
5372,0.26,0.07,0,0.01,0.34
5373,0.23,0.09,0,0.03,0.34
5374,0.17,0.13,0,0.04,0.34
5375,0.32,0.02,0,0,0.34
5376,0.32,0.02,0,0,0.34
5377,0.07,0.14,0.11,0.02,0.34
5378,0.31,0,0,0.03,0.34
5379,0.11,0.17,0,0.06,0.34
5380,0.06,0.25,0,0.04,0.34
5381,0.28,0.01,0.03,0.03,0.34
5382,0.28,0.04,0,0.02,0.34
5383,0.26,0.07,0,0.01,0.34
5384,0.29,0.03,0,0.02,0.34
5385,0.22,0.11,0,0.01,0.34
5386,0.32,0.02,0,0,0.34
5387,0.09,0.19,0,0.07,0.34
5388,0,0,0.34,0,0.34
5389,0.13,0.18,0,0.03,0.34
5390,0.31,0,0,0.02,0.34
5391,0.25,0.05,0,0.04,0.34
5392,0.29,0.02,0,0.03,0.34
5393,0.27,0.06,0,0,0.34
5394,0.27,0.02,0.02,0.03,0.34
5395,0.32,0.02,0,0,0.34
5396,0.13,0.15,0,0.05,0.34
5397,0.19,0.13,0,0.02,0.34
5398,0.32,0.02,0,0,0.34
5399,0.17,0.13,0,0.04,0.34
5400,0.25,0.07,0,0.01,0.34
5401,0.09,0.07,0.15,0.04,0.34
5402,0,0,0.34,0,0.34
5403,0.05,0.03,0.23,0.02,0.34
5404,0.2,0.11,0,0.03,0.34
5405,0.28,0.04,0,0.03,0.34
5406,0.28,0.03,0,0.03,0.34
5407,0.19,0.13,0,0.02,0.34
5408,0.13,0.04,0.14,0.03,0.34
5409,0.22,0.09,0,0.03,0.34
5410,0.31,0,0,0.02,0.34
5411,0.25,0.07,0,0.01,0.34
5412,0.11,0.16,0,0.07,0.34
5413,0.11,0.17,0,0.05,0.34
5414,0.24,0.09,0,0.01,0.34
5415,0.26,0.07,0,0.01,0.34
5416,0.28,0.03,0,0.03,0.34
5417,0,0.33,0,0,0.34
5418,0.14,0.03,0.15,0.02,0.34
5419,0.13,0.15,0.01,0.05,0.34
5420,0.1,0.02,0,0.22,0.34
5421,0.09,0.13,0.08,0.04,0.34
5422,0.3,0.01,0,0.03,0.34
5423,0.28,0,0.03,0.02,0.34
5424,0.04,0.03,0.25,0.01,0.34
5425,0.14,0.01,0.16,0.02,0.34
5426,0.31,0,0,0.03,0.34
5427,0.19,0.13,0,0.02,0.34
5428,0.16,0.13,0,0.04,0.34
5429,0.02,0.11,0.19,0.01,0.34
5430,0.25,0.07,0,0.01,0.34
5431,0.29,0.02,0,0.03,0.34
5432,0.15,0.15,0,0.03,0.34
5433,0.16,0.13,0,0.04,0.34
5434,0.28,0,0.02,0.03,0.33
5435,0,0,0.33,0,0.33
5436,0.21,0.11,0,0.01,0.33
5437,0.14,0.16,0,0.03,0.33
5438,0.06,0.04,0.21,0.02,0.33
5439,0.29,0.02,0,0.03,0.33
5440,0.08,0.14,0.08,0.04,0.33
5441,0.16,0.13,0,0.04,0.33
5442,0.24,0.09,0,0.01,0.33
5443,0.06,0.04,0.22,0.02,0.33
5444,0.29,0.02,0,0.02,0.33
5445,0.19,0.08,0,0.06,0.33
5446,0.22,0,0.09,0.02,0.33
5447,0.17,0.13,0,0.03,0.33
5448,0.31,0,0,0.03,0.33
5449,0.07,0.09,0.15,0.03,0.33
5450,0.21,0,0.1,0.02,0.33
5451,0.19,0.13,0,0.02,0.33
5452,0,0,0.33,0,0.33
5453,0.12,0.18,0,0.04,0.33
5454,0.19,0.11,0,0.03,0.33
5455,0.3,0.01,0,0.03,0.33
5456,0.13,0.15,0,0.05,0.33
5457,0.26,0.07,0,0.01,0.33
5458,0.26,0.07,0,0.01,0.33
5459,0.25,0.07,0,0.01,0.33
5460,0.14,0.12,0,0.08,0.33
5461,0.12,0.1,0.08,0.03,0.33
5462,0.25,0.07,0,0.01,0.33
5463,0.16,0.13,0,0.04,0.33
5464,0.25,0.07,0,0.01,0.33
5465,0.23,0.06,0.01,0.03,0.33
5466,0,0,0.31,0.02,0.33
5467,0.26,0.07,0,0.01,0.33
5468,0.15,0.14,0,0.04,0.33
5469,0.14,0.14,0.02,0.03,0.33
5470,0.3,0.01,0,0.02,0.33
5471,0.16,0.11,0,0.06,0.33
5472,0.3,0.01,0,0.03,0.33
5473,0.16,0.13,0,0.04,0.33
5474,0.05,0.18,0.03,0.07,0.33
5475,0.24,0.09,0,0.01,0.33
5476,0.16,0.13,0,0.04,0.33
5477,0,0,0.31,0.02,0.33
5478,0.12,0.13,0,0.08,0.33
5479,0,0,0.33,0,0.33
5480,0,0,0.33,0,0.33
5481,0.12,0.18,0,0.03,0.33
5482,0.27,0.01,0.02,0.03,0.33
5483,0.16,0.13,0,0.04,0.33
5484,0.16,0.13,0,0.04,0.33
5485,0.3,0,0,0.03,0.33
5486,0.17,0.06,0.09,0.01,0.33
5487,0.14,0.03,0,0.16,0.33
5488,0.26,0.06,0,0.01,0.33
5489,0.24,0.09,0,0.01,0.33
5490,0.05,0.04,0.23,0.01,0.33
5491,0.14,0.01,0.16,0.01,0.33
5492,0.26,0.06,0,0,0.33
5493,0,0,0.29,0.04,0.33
5494,0.29,0.01,0,0.03,0.33
5495,0.26,0.04,0,0.03,0.33
5496,0,0,0.33,0,0.33
5497,0.18,0.12,0,0.02,0.33
5498,0.09,0.07,0.15,0.02,0.33
5499,0.1,0.08,0.12,0.03,0.33
5500,0,0,0.33,0,0.33
5501,0.19,0.02,0.09,0.02,0.33
5502,0.25,0.07,0,0.01,0.33
5503,0.12,0.03,0.16,0.02,0.33
5504,0.17,0.13,0,0.03,0.33
5505,0.16,0.13,0,0.04,0.33
5506,0.16,0.13,0,0.04,0.33
5507,0.12,0.13,0.06,0.03,0.33
5508,0.17,0.13,0,0.03,0.33
5509,0,0.29,0,0.04,0.33
5510,0.25,0.07,0,0.01,0.33
5511,0.3,0,0,0.02,0.33
5512,0,0,0.31,0.02,0.33
5513,0,0.28,0,0.04,0.33
5514,0.24,0.09,0,0.01,0.33
5515,0,0,0.33,0,0.33
5516,0.26,0,0.03,0.03,0.33
5517,0.18,0.12,0,0.02,0.33
5518,0.24,0.09,0,0.01,0.33
5519,0,0,0.32,0.01,0.33
5520,0.14,0.15,0,0.04,0.33
5521,0,0,0.33,0,0.33
5522,0.25,0.07,0,0.01,0.33
5523,0,0,0.33,0,0.33
5524,0.29,0.01,0,0.03,0.33
5525,0,0,0.31,0.02,0.33
5526,0.09,0.05,0.15,0.04,0.33
5527,0.16,0.11,0.04,0.02,0.33
5528,0.15,0.12,0,0.05,0.33
5529,0.12,0.16,0,0.05,0.33
5530,0,0,0.33,0,0.33
5531,0.25,0.07,0,0.01,0.33
5532,0.29,0.02,0,0.02,0.33
5533,0.28,0.02,0,0.02,0.33
5534,0.31,0.02,0,0,0.33
5535,0.09,0.07,0.14,0.03,0.33
5536,0.25,0.07,0,0.01,0.33
5537,0.3,0.02,0,0,0.33
5538,0.12,0.04,0.16,0.01,0.33
5539,0.31,0,0,0.02,0.33
5540,0.27,0.04,0,0.02,0.33
5541,0,0,0.3,0.02,0.33
5542,0.3,0,0,0.03,0.33
5543,0.24,0.07,0,0.01,0.33
5544,0.19,0.11,0,0.03,0.33
5545,0.16,0.12,0,0.04,0.33
5546,0.29,0.01,0,0.03,0.33
5547,0,0.25,0,0.08,0.33
5548,0.3,0,0,0.02,0.33
5549,0.32,0.01,0,0,0.32
5550,0.23,0.09,0,0.01,0.32
5551,0.16,0.12,0,0.04,0.32
5552,0.17,0.13,0,0.03,0.32
5553,0.14,0.15,0,0.03,0.32
5554,0,0,0.32,0,0.32
5555,0.13,0.14,0,0.05,0.32
5556,0.15,0.15,0,0.03,0.32
5557,0.16,0.12,0,0.04,0.32
5558,0.3,0,0,0.02,0.32
5559,0.18,0.12,0,0.02,0.32
5560,0.12,0.16,0,0.04,0.32
5561,0.17,0.11,0.01,0.03,0.32
5562,0.22,0.01,0.08,0.02,0.32
5563,0.3,0,0,0.02,0.32
5564,0.25,0.04,0,0.03,0.32
5565,0.16,0.04,0.1,0.02,0.32
5566,0.25,0.04,0,0.03,0.32
5567,0.13,0.14,0,0.06,0.32
5568,0.13,0.15,0,0.04,0.32
5569,0.3,0.02,0,0,0.32
5570,0,0,0.32,0,0.32
5571,0.18,0.11,0,0.03,0.32
5572,0.3,0,0,0.02,0.32
5573,0.16,0.12,0,0.04,0.32
5574,0.2,0.1,0,0.03,0.32
5575,0.28,0.03,0,0.01,0.32
5576,0.18,0.12,0,0.02,0.32
5577,0,0,0.3,0.02,0.32
5578,0.25,0.05,0,0.03,0.32
5579,0.1,0.17,0,0.06,0.32
5580,0.22,0.08,0,0.02,0.32
5581,0.05,0.04,0.21,0.02,0.32
5582,0.11,0.08,0.1,0.03,0.32
5583,0.18,0.12,0,0.02,0.32
5584,0.18,0.11,0,0.03,0.32
5585,0.19,0.04,0.08,0.02,0.32
5586,0.11,0.07,0.12,0.02,0.32
5587,0.19,0.08,0.03,0.03,0.32
5588,0,0,0.32,0,0.32
5589,0.08,0.06,0.15,0.02,0.32
5590,0,0,0.32,0,0.32
5591,0.15,0.14,0,0.03,0.32
5592,0.3,0,0,0.02,0.32
5593,0.3,0,0,0.02,0.32
5594,0.16,0.12,0,0.04,0.32
5595,0,0.28,0,0.05,0.32
5596,0.11,0.13,0,0.08,0.32
5597,0.16,0.12,0,0.04,0.32
5598,0.28,0.01,0,0.03,0.32
5599,0.14,0.02,0.15,0.02,0.32
5600,0.22,0.08,0,0.03,0.32
5601,0.21,0.09,0,0.03,0.32
5602,0.27,0.03,0,0.02,0.32
5603,0.25,0.06,0,0.01,0.32
5604,0.14,0.13,0,0.05,0.32
5605,0.16,0.12,0,0.04,0.32
5606,0.15,0.04,0.13,0,0.32
5607,0.18,0.12,0,0.02,0.32
5608,0.23,0.05,0,0.03,0.32
5609,0,0,0.32,0,0.32
5610,0.13,0.16,0,0.03,0.32
5611,0.08,0.05,0.16,0.04,0.32
5612,0.21,0.01,0.08,0.02,0.32
5613,0.08,0.18,0,0.06,0.32
5614,0.23,0.08,0,0.01,0.32
5615,0.17,0.12,0,0.03,0.32
5616,0.18,0.12,0,0.02,0.32
5617,0.06,0.14,0.07,0.05,0.32
5618,0.27,0.02,0,0.02,0.32
5619,0.3,0,0,0.02,0.32
5620,0.09,0.15,0,0.08,0.32
5621,0.18,0.12,0,0.02,0.32
5622,0.16,0.12,0,0.04,0.32
5623,0.15,0.1,0.03,0.04,0.32
5624,0.18,0.12,0,0.02,0.32
5625,0.24,0.05,0,0.02,0.32
5626,0.16,0.12,0,0.04,0.32
5627,0.12,0.14,0,0.05,0.32
5628,0.12,0.13,0,0.08,0.32
5629,0,0,0.32,0,0.32
5630,0,0,0.32,0,0.32
5631,0.09,0.04,0.15,0.04,0.32
5632,0.14,0.15,0,0.03,0.32
5633,0,0,0.3,0.02,0.32
5634,0.23,0.08,0,0.01,0.32
5635,0.16,0.12,0,0.04,0.32
5636,0.3,0,0,0.02,0.32
5637,0.23,0.08,0,0.01,0.32
5638,0,0,0.32,0,0.32
5639,0.16,0.12,0,0.04,0.32
5640,0.16,0.12,0,0.04,0.32
5641,0.27,0.03,0,0.03,0.32
5642,0.23,0.08,0,0.01,0.32
5643,0.3,0.02,0,0,0.32
5644,0.3,0.02,0,0,0.32
5645,0.26,0.03,0,0.03,0.32
5646,0.18,0.12,0,0.02,0.32
5647,0.2,0.04,0.05,0.03,0.32
5648,0,0,0.32,0,0.32
5649,0.09,0.16,0.02,0.05,0.32
5650,0.14,0.13,0,0.05,0.32
5651,0.24,0.07,0,0.01,0.32
5652,0,0,0.32,0,0.32
5653,0,0,0.32,0,0.32
5654,0,0,0.32,0,0.32
5655,0.23,0.08,0,0.01,0.32
5656,0.16,0.12,0,0.04,0.32
5657,0,0,0.3,0.02,0.32
5658,0,0,0.3,0.02,0.32
5659,0,0,0.32,0,0.32
5660,0.24,0.07,0,0.01,0.32
5661,0.23,0.08,0,0.01,0.32
5662,0.3,0,0,0.02,0.32
5663,0.14,0.14,0,0.03,0.32
5664,0.28,0.01,0,0.02,0.32
5665,0.03,0,0,0.28,0.32
5666,0.23,0.04,0.02,0.02,0.32
5667,0.29,0,0,0.02,0.32
5668,0.18,0.11,0,0.03,0.32
5669,0.26,0.04,0,0.02,0.32
5670,0.24,0.07,0,0.01,0.32
5671,0.16,0.12,0,0.04,0.32
5672,0.28,0.01,0,0.02,0.32
5673,0.18,0.11,0,0.03,0.32
5674,0,0,0.32,0,0.32
5675,0.18,0.12,0,0.02,0.32
5676,0.08,0.06,0.16,0.02,0.32
5677,0.29,0,0,0.02,0.32
5678,0.1,0.17,0,0.05,0.32
5679,0.29,0,0,0.02,0.32
5680,0.15,0.12,0,0.04,0.32
5681,0.1,0.02,0,0.2,0.32
5682,0.07,0.04,0.17,0.03,0.32
5683,0.15,0.11,0,0.05,0.32
5684,0,0,0.32,0,0.32
5685,0.15,0.03,0.1,0.03,0.32
5686,0.29,0,0,0.02,0.32
5687,0,0,0.32,0,0.32
5688,0.22,0.08,0,0.01,0.32
5689,0.27,0.02,0,0.02,0.32
5690,0.18,0.11,0,0.03,0.32
5691,0.22,0.06,0,0.03,0.32
5692,0.18,0.12,0,0.02,0.32
5693,0,0.24,0,0.07,0.32
5694,0,0,0.32,0,0.32
5695,0.06,0.19,0,0.06,0.32
5696,0.11,0.15,0,0.06,0.32
5697,0.18,0.12,0,0.02,0.31
5698,0.08,0.15,0,0.09,0.31
5699,0,0,0.31,0,0.31
5700,0.23,0.04,0.02,0.02,0.31
5701,0.29,0,0,0.02,0.31
5702,0.24,0.07,0,0.01,0.31
5703,0.12,0,0.19,0.01,0.31
5704,0.13,0.16,0,0.02,0.31
5705,0.17,0.12,0,0.02,0.31
5706,0.17,0.11,0,0.03,0.31
5707,0,0,0.31,0,0.31
5708,0.29,0,0,0.02,0.31
5709,0.22,0.08,0,0.01,0.31
5710,0,0,0.31,0,0.31
5711,0,0,0.31,0,0.31
5712,0,0,0.31,0,0.31
5713,0.12,0,0.18,0.01,0.31
5714,0.17,0.12,0,0.02,0.31
5715,0.29,0,0,0.02,0.31
5716,0.23,0.07,0,0.01,0.31
5717,0.15,0.12,0,0.04,0.31
5718,0.27,0.02,0,0.02,0.31
5719,0.18,0.01,0.1,0.03,0.31
5720,0.1,0,0.19,0.02,0.31
5721,0.2,0.06,0.03,0.02,0.31
5722,0.05,0.05,0.2,0.02,0.31
5723,0.15,0.12,0,0.04,0.31
5724,0.17,0.12,0,0.02,0.31
5725,0.23,0.07,0,0.01,0.31
5726,0.11,0.16,0,0.04,0.31
5727,0.23,0.07,0,0.01,0.31
5728,0.27,0.01,0.01,0.02,0.31
5729,0.08,0.15,0.06,0.03,0.31
5730,0.23,0.07,0,0.01,0.31
5731,0.19,0.09,0,0.03,0.31
5732,0,0,0.31,0,0.31
5733,0.16,0.01,0.12,0.01,0.31
5734,0.1,0.07,0.13,0.02,0.31
5735,0.17,0.12,0,0.02,0.31
5736,0.19,0.09,0,0.03,0.31
5737,0.15,0.13,0,0.03,0.31
5738,0,0.27,0,0.05,0.31
5739,0.13,0.12,0,0.06,0.31
5740,0.16,0.12,0,0.03,0.31
5741,0.29,0,0,0.02,0.31
5742,0.07,0.06,0.16,0.02,0.31
5743,0,0,0.31,0,0.31
5744,0.29,0,0,0.02,0.31
5745,0.09,0.18,0,0.04,0.31
5746,0,0,0.31,0,0.31
5747,0.06,0.16,0.06,0.04,0.31
5748,0.17,0.12,0,0.02,0.31
5749,0.23,0.07,0,0.01,0.31
5750,0.18,0.1,0,0.03,0.31
5751,0.22,0.08,0,0.01,0.31
5752,0,0,0.29,0.02,0.31
5753,0,0.27,0,0.04,0.31
5754,0.17,0.08,0,0.05,0.31
5755,0.13,0.15,0,0.03,0.31
5756,0.27,0.02,0,0.02,0.31
5757,0.19,0.09,0,0.03,0.31
5758,0,0.29,0,0.02,0.31
5759,0.06,0.02,0.13,0.1,0.31
5760,0.25,0.06,0,0,0.31
5761,0.25,0.06,0,0,0.31
5762,0.25,0.06,0,0,0.31
5763,0,0,0.26,0.05,0.31
5764,0,0,0.26,0.05,0.31
5765,0.27,0.01,0,0.02,0.31
5766,0.04,0.17,0,0.09,0.31
5767,0.27,0.01,0,0.03,0.31
5768,0,0,0.31,0,0.31
5769,0.28,0.01,0,0.02,0.31
5770,0.23,0.07,0,0.01,0.31
5771,0.09,0.15,0.01,0.05,0.31
5772,0.22,0.08,0,0.01,0.31
5773,0.28,0,0,0.03,0.31
5774,0.11,0.1,0.08,0.02,0.31
5775,0.29,0.02,0,0,0.31
5776,0.15,0.12,0,0.04,0.31
5777,0.28,0,0,0.02,0.31
5778,0.15,0.12,0,0.04,0.31
5779,0.14,0.13,0,0.03,0.31
5780,0.28,0,0,0.02,0.31
5781,0,0,0.31,0,0.31
5782,0.2,0.08,0,0.02,0.31
5783,0.09,0.19,0,0.03,0.31
5784,0.17,0.12,0,0.02,0.31
5785,0.24,0.05,0,0.01,0.31
5786,0,0,0.29,0.02,0.31
5787,0.28,0.01,0,0.02,0.31
5788,0.24,0.06,0,0.01,0.31
5789,0,0,0.31,0,0.31
5790,0.13,0.02,0.14,0.01,0.31
5791,0.17,0.01,0.11,0.02,0.31
5792,0,0.28,0,0.03,0.31
5793,0.17,0.12,0,0.02,0.31
5794,0.08,0.2,0,0.03,0.31
5795,0.15,0.12,0,0.04,0.31
5796,0.18,0.01,0.09,0.02,0.31
5797,0.15,0.12,0,0.04,0.31
5798,0.17,0.12,0,0.02,0.31
5799,0.28,0,0,0.02,0.31
5800,0.15,0.12,0,0.04,0.31
5801,0.29,0.02,0,0,0.31
5802,0,0,0.31,0,0.31
5803,0.28,0,0,0.02,0.31
5804,0.29,0.02,0,0,0.31
5805,0.17,0.12,0,0.02,0.31
5806,0.15,0.12,0,0.04,0.31
5807,0.28,0,0,0.02,0.31
5808,0.29,0,0,0.02,0.31
5809,0.24,0.05,0,0.02,0.31
5810,0.17,0.12,0,0.02,0.31
5811,0.28,0,0,0.02,0.31
5812,0.23,0.07,0,0.01,0.31
5813,0.17,0.12,0,0.02,0.31
5814,0,0,0.3,0.01,0.31
5815,0.17,0.12,0,0.02,0.31
5816,0.1,0.1,0.06,0.04,0.31
5817,0.12,0.13,0,0.05,0.31
5818,0.15,0.12,0,0.04,0.31
5819,0,0,0.31,0,0.31
5820,0,0,0.31,0,0.31
5821,0.15,0.12,0,0.04,0.31
5822,0.28,0,0,0.02,0.31
5823,0.25,0.03,0,0.02,0.3
5824,0.22,0.08,0,0.01,0.3
5825,0.23,0.07,0,0.01,0.3
5826,0.22,0.08,0,0.01,0.3
5827,0,0,0.3,0,0.3
5828,0.28,0,0.01,0.02,0.3
5829,0,0,0.3,0,0.3
5830,0.17,0.12,0,0.02,0.3
5831,0,0,0.3,0,0.3
5832,0.22,0.08,0,0.01,0.3
5833,0.21,0.05,0,0.04,0.3
5834,0.17,0.12,0,0.02,0.3
5835,0.29,0,0,0.02,0.3
5836,0.14,0,0.14,0.03,0.3
5837,0,0,0.3,0,0.3
5838,0.3,0,0,0,0.3
5839,0.14,0.13,0,0.03,0.3
5840,0.05,0.03,0.21,0.02,0.3
5841,0.08,0.13,0.08,0.02,0.3
5842,0.15,0.12,0,0.04,0.3
5843,0.23,0.06,0,0.01,0.3
5844,0.22,0.08,0,0.01,0.3
5845,0.15,0.12,0,0.04,0.3
5846,0,0,0.3,0,0.3
5847,0.22,0.08,0,0.01,0.3
5848,0.15,0.12,0,0.04,0.3
5849,0,0,0.3,0,0.3
5850,0.21,0.07,0,0.03,0.3
5851,0,0,0.3,0.01,0.3
5852,0,0,0.3,0,0.3
5853,0.17,0.11,0,0.02,0.3
5854,0.18,0.1,0,0.03,0.3
5855,0.25,0,0,0.06,0.3
5856,0.12,0.12,0,0.07,0.3
5857,0.15,0.12,0,0.04,0.3
5858,0.17,0.11,0,0.02,0.3
5859,0,0,0.3,0,0.3
5860,0.25,0.03,0,0.02,0.3
5861,0.17,0.06,0.04,0.03,0.3
5862,0.16,0.12,0,0.03,0.3
5863,0,0,0.3,0,0.3
5864,0.05,0.19,0,0.07,0.3
5865,0,0,0.3,0,0.3
5866,0.14,0.07,0.07,0.02,0.3
5867,0.13,0.07,0.07,0.02,0.3
5868,0.28,0,0,0.02,0.3
5869,0.13,0.03,0.11,0.03,0.3
5870,0.05,0.04,0.19,0.01,0.3
5871,0,0,0.3,0,0.3
5872,0,0,0.3,0,0.3
5873,0.15,0.11,0,0.04,0.3
5874,0.01,0.27,0,0.02,0.3
5875,0.28,0,0,0.02,0.3
5876,0.24,0.06,0,0,0.3
5877,0.24,0.06,0,0,0.3
5878,0.21,0.08,0,0.01,0.3
5879,0,0,0.3,0,0.3
5880,0.26,0,0.02,0.02,0.3
5881,0.18,0.09,0,0.03,0.3
5882,0.27,0,0,0.02,0.3
5883,0,0,0.28,0.02,0.3
5884,0.15,0.11,0,0.04,0.3
5885,0.21,0.08,0,0.01,0.3
5886,0,0,0.3,0,0.3
5887,0,0,0.3,0,0.3
5888,0.28,0,0,0.02,0.3
5889,0.17,0.11,0,0.02,0.3
5890,0.23,0.06,0,0.01,0.3
5891,0.24,0.02,0,0.03,0.3
5892,0.15,0.11,0,0.04,0.3
5893,0.1,0.07,0.1,0.03,0.3
5894,0,0,0.3,0,0.3
5895,0.09,0.11,0.06,0.04,0.3
5896,0.16,0.04,0.08,0.02,0.3
5897,0.15,0.06,0.06,0.02,0.3
5898,0.09,0.13,0.01,0.07,0.3
5899,0,0,0.3,0,0.3
5900,0,0,0.3,0,0.3
5901,0.07,0.05,0.15,0.02,0.3
5902,0.28,0,0,0.02,0.3
5903,0.15,0.11,0,0.04,0.3
5904,0,0,0.3,0,0.3
5905,0.27,0.01,0,0.02,0.3
5906,0,0,0.3,0,0.3
5907,0.15,0.11,0,0.04,0.3
5908,0,0,0.3,0,0.3
5909,0.02,0.01,0,0.27,0.3
5910,0.27,0,0,0.02,0.3
5911,0,0,0.29,0.01,0.3
5912,0,0,0.3,0,0.3
5913,0.21,0.08,0,0.01,0.3
5914,0.21,0.08,0,0.01,0.3
5915,0.17,0.09,0,0.03,0.3
5916,0.16,0.11,0,0.02,0.3
5917,0.15,0.12,0,0.03,0.3
5918,0,0,0.3,0,0.3
5919,0,0,0.3,0,0.3
5920,0.23,0.06,0,0.01,0.3
5921,0.14,0.11,0,0.04,0.3
5922,0.26,0.02,0,0.02,0.3
5923,0.22,0.05,0,0.03,0.3
5924,0.22,0.06,0,0.01,0.3
5925,0.27,0,0,0.02,0.3
5926,0,0.25,0,0.04,0.3
5927,0.14,0.13,0,0.02,0.3
5928,0.14,0.12,0,0.04,0.3
5929,0.01,0.23,0,0.05,0.3
5930,0.22,0.06,0,0.01,0.3
5931,0.2,0.02,0.05,0.02,0.3
5932,0.23,0.06,0,0.01,0.3
5933,0.26,0.01,0,0.02,0.3
5934,0.19,0,0.09,0.01,0.29
5935,0.14,0.11,0,0.05,0.29
5936,0.28,0.02,0,0,0.29
5937,0.27,0,0,0.02,0.29
5938,0.24,0.03,0,0.02,0.29
5939,0.14,0.11,0,0.04,0.29
5940,0.24,0.03,0,0.02,0.29
5941,0.26,0.01,0,0.02,0.29
5942,0.16,0.1,0,0.03,0.29
5943,0.19,0.07,0,0.04,0.29
5944,0.23,0.04,0,0.02,0.29
5945,0.02,0.24,0,0.04,0.29
5946,0.24,0.03,0,0.02,0.29
5947,0.21,0.08,0,0.01,0.29
5948,0.25,0.02,0,0.02,0.29
5949,0,0,0.29,0.01,0.29
5950,0,0,0.29,0,0.29
5951,0.22,0.06,0,0.01,0.29
5952,0.16,0.11,0,0.02,0.29
5953,0.16,0.1,0,0.03,0.29
5954,0.12,0.14,0,0.03,0.29
5955,0.02,0.02,0.25,0.01,0.29
5956,0.17,0.1,0,0.02,0.29
5957,0.04,0.19,0,0.07,0.29
5958,0,0,0.29,0,0.29
5959,0.11,0.03,0,0.15,0.29
5960,0.23,0.06,0,0.01,0.29
5961,0.27,0,0,0.02,0.29
5962,0.14,0.11,0,0.04,0.29
5963,0.03,0.02,0.22,0.02,0.29
5964,0.26,0.01,0,0.03,0.29
5965,0,0,0.27,0.02,0.29
5966,0.05,0.16,0,0.08,0.29
5967,0.19,0,0.08,0.01,0.29
5968,0.15,0.11,0,0.03,0.29
5969,0.2,0.07,0,0.03,0.29
5970,0.15,0.09,0,0.04,0.29
5971,0.27,0,0,0.02,0.29
5972,0.1,0.16,0,0.03,0.29
5973,0,0,0.29,0,0.29
5974,0.02,0.23,0,0.04,0.29
5975,0.16,0.11,0,0.02,0.29
5976,0,0,0.27,0.02,0.29
5977,0.13,0.1,0.03,0.03,0.29
5978,0.09,0.06,0.11,0.03,0.29
5979,0.17,0.08,0,0.04,0.29
5980,0.14,0.1,0.02,0.02,0.29
5981,0.14,0.11,0,0.04,0.29
5982,0,0,0.29,0,0.29
5983,0.11,0.07,0.07,0.03,0.29
5984,0,0,0.28,0.01,0.29
5985,0.27,0,0,0.02,0.29
5986,0.27,0.02,0,0,0.29
5987,0.13,0.1,0.04,0.02,0.29
5988,0.24,0.03,0,0.02,0.29
5989,0.22,0.06,0,0.01,0.29
5990,0.14,0.11,0,0.05,0.29
5991,0,0.22,0.04,0.04,0.29
5992,0,0,0.28,0.01,0.29
5993,0.27,0,0,0.02,0.29
5994,0.14,0.1,0.01,0.04,0.29
5995,0.14,0.11,0,0.04,0.29
5996,0.16,0.1,0,0.03,0.29
5997,0.14,0.11,0,0.04,0.29
5998,0.27,0.02,0,0,0.29
5999,0.1,0.16,0,0.03,0.29
6000,0.13,0.1,0,0.06,0.29
6001,0,0,0.29,0,0.29
6002,0.23,0.06,0,0,0.29
6003,0.23,0.06,0,0,0.29
6004,0.23,0.06,0,0,0.29
